path,slice_file_name,fsID,start,end,salience,fold,classID,class,mfccs
data\UrbanSound8K\audio\fold2\74507-0-0-23.wav,74507-0-0-23.wav,74507,11.5,15.5,1,2,0,air_conditioner,"[-171.67618139  173.26644111  -31.51297576   27.00207678  -11.75116343
    9.69023993    1.23568233    7.68806163   -1.68151813    4.83906585
   -7.08900807    0.64020754   -5.035422      0.85839252   -0.92352117
    4.05735146    0.70779464    5.12212929   -0.76547528    1.61000497
   -4.58544655    2.60941119   -3.12930407   -1.64534968   -7.14493392
   -6.77339444   -1.00567391    4.17370503   -2.99987686   -0.90485697
    2.5077694     3.57401364   -3.01886666    2.3685059     1.47793907
    4.00586923    2.46108099    1.61411112   -3.46830956   -1.52299434]"
data\UrbanSound8K\audio\fold5\100852-0-0-15.wav,100852-0-0-15.wav,100852,7.5,11.5,1,5,0,air_conditioner,"[-1.23943036e+02  1.55453191e+02 -9.12888082e+01  5.84693784e+01
 -1.45002999e+01  3.92538908e+01 -1.79914402e+01  2.78765340e+01
 -8.25252989e+00  7.25783382e+00 -3.38554114e+00  4.80586114e-01
 -4.46447638e-02  1.51147707e+00  4.51849414e-01  1.45693094e+00
  6.58148218e+00 -5.20647150e+00  9.38734557e+00 -4.35074064e+00
  6.88925034e+00 -3.90825291e+00  4.24967954e+00  2.03150126e+00
  1.45652199e+00 -2.52105772e+00  4.48292104e-01  4.09738732e-01
 -2.10196524e-02  8.84063445e-01 -3.08448309e+00  5.37603087e-01
 -4.41907257e+00  1.95377513e+00 -3.94853280e+00 -5.50201485e-01
 -4.68923727e+00 -1.84393326e+00 -3.55666649e+00 -2.82437915e-01]"
data\UrbanSound8K\audio\fold1\134717-0-0-1.wav,134717-0-0-1.wav,134717,0.5,4.5,1,1,0,air_conditioner,"[-2.57182225e+02  2.17218364e+02  1.34124298e+00  2.25413960e+01
 -1.44759090e+01  1.23506057e+01 -1.08206956e+01 -7.94465220e+00
  5.74347798e+00 -4.77534347e+00 -6.23697576e+00 -3.11900790e+00
 -2.43737010e+00 -7.09066764e+00 -8.85218990e+00 -1.73310227e+01
 -1.25118228e+01 -1.12506764e+01 -5.25824741e+00 -9.36691207e+00
 -7.90155302e+00  1.44367408e-01 -6.16655981e-01  1.03218288e+00
 -5.62866180e+00 -4.21416971e+00 -7.38806535e+00 -5.95584573e+00
 -2.20578238e+00 -9.41808865e+00 -1.21668298e+01 -6.95261985e+00
 -4.21815589e-01 -1.74490737e+00 -4.81912268e+00 -3.99129735e+00
  7.02894061e-01  1.68908689e+00  1.72304064e+00 -2.05065080e+00]"
data\UrbanSound8K\audio\fold10\189982-0-0-13.wav,189982-0-0-13.wav,189982,6.5,10.5,1,10,0,air_conditioner,"[-1.66357939e+02  1.56505108e+02 -1.89867601e+01  2.24424179e+01
 -2.28695874e+00  2.04068759e+01  2.41104776e+00  3.52191036e+00
 -3.30436662e-02  1.88523422e+01 -3.77091480e+00  7.31766320e+00
 -1.03463116e+01 -2.30262997e+00 -3.75389934e+00  4.77100543e-02
 -2.21940240e+00  3.31873229e-01 -5.22008817e+00  7.53077470e+00
  8.10222690e+00  7.60792112e+00  4.96683367e+00  4.49270775e+00
 -1.67602183e+00 -2.29538411e+00  5.11304892e+00  1.64014878e+00
  1.49138801e+00  4.03774170e+00  3.62161824e+00  3.55671800e-01
 -1.08524897e+00 -1.56825856e-01 -4.52425708e+00  2.82608566e+00
 -1.36138947e+00  3.52685740e+00 -2.22295891e+00  4.04669276e+00]"
data\UrbanSound8K\audio\fold7\35382-0-0-0.wav,35382-0-0-0.wav,35382,0.997525,4.997525,1,7,0,air_conditioner,"[-2.63560405e+02  1.26961900e+02 -6.22716365e+00  3.54410345e+01
 -7.91936456e+00  1.79189342e+01 -1.81383310e+00  2.22806754e+01
 -5.32947270e+00  9.56698680e+00  5.12479813e-01  1.57205825e+01
  1.92139063e+00 -5.95313642e+00 -1.04273672e+00  1.26951788e+01
  2.25262012e+00 -2.45019441e+00 -4.35764038e-01  3.42053318e+00
 -5.77444959e+00  2.38712896e+00  2.44449097e+00 -1.93249544e+00
 -4.14780058e+00  2.26284290e+00  2.63183434e+00  2.75120207e+00
  2.72894223e+00  4.63407854e+00  3.51816779e+00  8.89857823e-01
 -1.06460265e+00  1.73417255e-01  3.47866884e+00 -1.31278970e+00
  6.51617189e-01  3.27275043e+00  2.81701480e+00  1.26544423e+00]"
data\UrbanSound8K\audio\fold3\159761-0-0-3.wav,159761-0-0-3.wav,159761,1.5,5.5,2,3,0,air_conditioner,"[-5.57773189e+02  1.27171927e+02 -7.83496909e+00  2.05153011e+01
  5.90081419e+00  1.60922591e+01  1.15963602e+00  9.88806951e+00
  6.01993002e+00  5.29625485e+00  4.04707358e+00  2.48705071e+00
  3.70386974e+00  3.30475491e+00  2.67341288e+00  2.59448055e+00
  4.12924241e-01 -2.52678362e-02 -1.65017339e+00  1.90188485e-01
  1.06059101e-01  1.56339315e+00  1.23384028e+00  1.84395081e+00
  1.47970926e+00  2.25249963e+00  8.09984961e-01  1.28521753e+00
  6.42065123e-03 -3.94984190e-01 -1.23359960e+00 -5.26923149e-02
  4.59993293e-01  2.00227337e+00  1.32665306e+00  1.71861126e+00
  7.10687622e-01  1.53022026e+00  1.40018964e+00  1.55883131e+00]"
data\UrbanSound8K\audio\fold7\146845-0-0-9.wav,146845-0-0-9.wav,146845,4.5,8.5,1,7,0,air_conditioner,"[-1.68427600e+02  1.37170150e+02  4.62407357e+01  6.87431245e+00
  1.06996523e+01  6.46158827e+00  4.28274189e+00  1.17627230e+01
  3.83527554e+00  1.04931396e+01  7.26508673e+00  8.38314874e+00
  6.39729589e+00 -5.58280743e+00  3.34842624e+00  8.30371550e+00
  4.88811819e+00  5.94094432e+00 -4.13309345e-02  5.21792132e+00
 -3.31017504e+00  7.32727092e+00 -1.06009106e+01  8.96845751e-01
 -5.73410278e+00  4.12759186e+00 -6.24293196e-01  4.62113763e+00
 -7.77180517e+00  7.07275822e-01 -1.46842654e+00  5.92046955e+00
 -2.61960432e+00  5.16327341e-01 -4.11929600e+00 -2.23791518e+00
 -5.02943537e-01 -3.68131637e+00 -3.99040973e+00 -6.61972207e+00]"
data\UrbanSound8K\audio\fold5\60846-0-0-0.wav,60846-0-0-0.wav,60846,0.0,4.0,1,5,0,air_conditioner,"[-334.19931486  160.19601488    5.83424453   44.52520008   -1.0174868
   19.46700937   21.30304737   15.28132446   -1.67554236   21.81025259
    5.2500095    -0.84617659   12.94971954    3.23358579    5.00318991
   10.70188791   13.6224294     2.43739391    6.64146256   10.94667578
   -1.88274506    0.55910025    7.91062352    0.66177671    2.54956211
    4.99467495   -3.00121204   -1.18952283    4.61633462   -3.34888539
   -0.93958648   -0.5942913    -2.98443277   -0.81571347   -0.94891949
   -1.93184911   -1.28175557    1.57518714   -1.10835299   -1.58150298]"
data\UrbanSound8K\audio\fold3\13230-0-0-23.wav,13230-0-0-23.wav,13230,11.5,15.5,1,3,0,air_conditioner,"[-3.33084867e+02  1.84066610e+02 -5.73108074e+01  1.70209853e+01
 -3.29461665e+01  4.88109478e+01 -2.32734263e+01  2.56030483e+01
 -3.10222314e+01  1.68455090e+01 -5.50882519e+00  4.35041390e+00
  2.18152499e-01 -1.32170288e+01  6.17553505e+00 -1.48420805e+01
  6.95353026e+00 -1.45708317e+00  8.98871372e-01 -8.38541891e+00
  1.22337603e+01  2.44637726e+00  9.23694646e+00 -9.46095119e+00
  3.49194053e+00  6.21844721e+00  3.90187675e-01  6.17900811e+00
 -7.15917997e+00 -5.82725382e-01 -5.97754695e+00  7.11791843e+00
 -2.03968220e+00  1.18038868e+00 -6.00597130e+00 -1.13661363e+00
  2.07829661e+00  5.90870745e+00 -2.37605607e+00 -1.07985516e+00]"
data\UrbanSound8K\audio\fold1\59277-0-0-0.wav,59277-0-0-0.wav,59277,0.0,4.0,1,1,0,air_conditioner,"[-120.25650385  180.04239206   -4.36797217   29.62325515    6.96804077
   21.5958306    -8.86882187    2.97607835   -4.6646342     6.09049736
   -7.12146511    2.14690171   -6.1626661     6.49178039    2.05305953
    3.19479365   -3.88936928    7.35119495   -2.84285203    0.2709873
   -7.39458743   -1.7716787    -1.60512609    1.29939438   -3.35433792
    4.28597305   -4.98600936   -1.79125529   -4.53866477    4.28424804
   -5.42992468   -1.43729799   -9.30886301   -2.15660511    0.60011208
    1.5314701    -1.36514229   -3.58867663   -1.34005793    0.54120429]"
data\UrbanSound8K\audio\fold4\55018-0-0-194.wav,55018-0-0-194.wav,55018,101.041583,105.041583,1,4,0,air_conditioner,"[-279.15449501  163.12117532  -14.31253524   37.68442919   -8.32508158
   39.0821025    -6.21629392   28.02472357   -6.41199777   20.82347303
   -5.45344751   10.24557743   -2.75351206    2.6551482    -0.27953835
   -2.71098865    0.53579457   -7.46890262    4.07948144   -7.77748474
    3.54529014   -7.10021882    2.93173438   -7.42786258    3.47285947
   -6.02831803   -2.11432748   -3.55124184   -1.87940657   -1.05759472
   -1.59914297    0.79468766   -6.27894874    1.57907374   -4.38392842
    0.79895066   -4.90038595    2.21391138   -3.87405285    1.12430346]"
data\UrbanSound8K\audio\fold1\59277-0-0-2.wav,59277-0-0-2.wav,59277,1.0,5.0,1,1,0,air_conditioner,"[-1.29407884e+02  1.80509971e+02 -4.60488890e+00  3.00017989e+01
  8.36581335e+00  2.00852339e+01 -8.85525108e+00  4.55325527e+00
 -3.83881368e+00  6.19358117e+00 -6.62906420e+00  1.78742896e+00
 -7.38904233e+00  5.33716535e+00  1.84078259e+00  3.12615425e+00
 -4.32943547e+00  6.22703081e+00 -2.96124637e+00  3.22062001e-03
 -7.99703362e+00 -1.46329284e+00 -1.47607929e+00  5.59205171e-01
 -3.21171822e+00  4.65922705e+00 -4.89077769e+00 -1.84290730e+00
 -4.75363006e+00  3.97468702e+00 -5.90589630e+00 -1.84683158e+00
 -8.90890188e+00 -2.42853703e+00  7.27826507e-02  1.14271437e+00
 -1.50743190e+00 -3.93317158e+00 -6.92653756e-01 -3.90461314e-02]"
data\UrbanSound8K\audio\fold6\204240-0-0-30.wav,204240-0-0-30.wav,204240,15.0,19.0,1,6,0,air_conditioner,"[-3.94791385e+02  2.66503767e+02  2.38611793e+01 -1.26299079e+01
  1.80838338e+01  4.11686790e+00  3.23199356e+00  1.30334678e+01
  6.49358364e+00  3.28734158e+00  7.85713181e+00  7.22041347e+00
  4.20937378e+00  3.57889077e+00  1.32778868e+00 -1.68032327e+00
 -5.51890651e-01  3.56095548e+00  6.34671842e+00  5.18405892e+00
 -1.86728400e-01 -5.80848317e+00 -5.61387180e+00 -7.94478719e-01
  1.03073342e+00  1.63215441e-01  1.74184484e+00  1.88559145e+00
 -2.70308000e+00 -6.06492448e+00 -6.00871555e+00 -5.54543039e+00
 -4.08352670e+00 -1.94233994e+00 -1.35076005e+00 -2.45091879e-01
  3.09665567e+00  5.14449411e+00  3.20575943e+00 -4.81446015e-01]"
data\UrbanSound8K\audio\fold6\184805-0-0-82.wav,184805-0-0-82.wav,184805,41.0,45.0,2,6,0,air_conditioner,"[-3.52549061e+02  1.77041267e+02 -4.09340779e+00  1.72336875e+01
  1.62055789e+00  2.44452746e+01  2.94308324e+00  1.88561346e+01
  2.45864453e-01  3.95256107e+00 -2.49024701e+00  4.75661802e+00
  1.09761098e+00  3.93236181e+00 -1.24440339e+00 -4.34271548e+00
 -8.09342555e-01 -4.16412845e+00  3.21260827e+00  9.24234315e-01
  3.20348240e+00 -4.96621549e+00 -3.97609703e-02 -1.49896268e+00
  5.09955240e+00  2.08586263e+00  2.64481057e+00 -6.83787840e-01
 -3.61332967e+00 -3.30968754e+00 -2.51283743e+00  1.30923983e+00
 -3.37924369e+00 -3.89518208e+00 -8.15876204e+00 -3.06703175e+00
 -3.63237563e+00 -5.77734427e-01 -2.54531513e+00 -2.43619560e+00]"
data\UrbanSound8K\audio\fold7\177729-0-0-20.wav,177729-0-0-20.wav,177729,10.0,14.0,2,7,0,air_conditioner,"[-2.44095988e+02  1.57831271e+02 -5.32808424e+01  2.84671671e+01
 -1.53799887e+01  9.52342260e+00  1.09815671e+01  6.55320699e+00
 -4.85815282e+00  6.94767240e+00  1.90206538e+00 -1.11965133e+00
 -3.45101562e+00 -8.07075657e+00 -4.00005788e+00  1.57852355e-01
  5.68942761e+00  7.44790573e+00 -7.78195577e-01 -1.24280452e+00
 -9.55477516e-01 -1.16120820e+00 -1.32143060e+00  3.12398791e+00
  1.12261784e+00  2.25193521e+00  2.00367144e+00 -3.53195318e-01
 -3.06449442e+00 -5.10419117e-01 -3.12656301e+00 -2.22766613e+00
 -9.28902052e-01 -5.78497137e-01 -1.43246992e+00 -2.95525919e-01
 -1.70881115e+00  1.29773111e-01  6.87005880e-01 -5.64312336e-01]"
data\UrbanSound8K\audio\fold10\167464-0-0-6.wav,167464-0-0-6.wav,167464,3.0,7.0,2,10,0,air_conditioner,"[-2.00968206e+02  1.73013393e+02 -3.50870412e+01  2.37000234e+01
 -4.64362500e+00  1.32736542e+01 -3.11790955e+00  7.90935677e+00
  5.31017265e+00  1.69076727e+00  8.81679433e+00 -4.92512023e+00
  6.13762384e+00  2.16463485e+00 -3.50147397e+00  2.47144708e+00
 -1.78415882e+00  1.69135335e+00 -3.70302384e+00 -1.25491732e+00
 -2.12735779e+00 -1.89076163e-01 -5.92689023e-01 -2.19932623e+00
 -4.48485111e-02  1.22770708e+00  2.35389759e-01  1.68286519e+00
 -1.35475171e-01 -7.33306949e-02  2.53958177e-01  1.14208931e+00
 -1.90058196e-01  8.33082584e-01  6.11150728e-01  5.09611590e-01
  1.30158279e+00  4.01883872e-01 -1.12357135e+00  4.37724815e-01]"
data\UrbanSound8K\audio\fold6\63724-0-0-15.wav,63724-0-0-15.wav,63724,7.5,11.5,2,6,0,air_conditioner,"[-3.48722061e+02  1.51356327e+02 -5.73719174e+01  4.87052223e+01
 -2.41197724e+01  3.09022694e-02  6.25318561e+00 -2.14499797e+01
 -3.77948441e+00  8.36480812e-01 -5.23417781e+00 -1.93099972e+00
  2.21287685e+00 -3.99857938e+00 -8.56442558e+00 -5.30461171e-01
  6.97674000e-01  2.50886509e+00  4.07271134e+00 -4.41869154e+00
 -2.08966512e+00 -3.86493128e+00 -2.33604080e+00 -3.08245942e+00
 -3.67368450e+00  2.34855210e-01  6.58062907e+00  3.23065641e+00
  5.50861093e+00  7.28626928e+00  5.30143177e-01 -1.51464752e+00
 -9.54676923e+00 -4.73997287e+00 -6.47400816e+00  2.12193927e-01
  2.04792192e+00 -6.00273667e-01  2.60454395e+00 -2.16654096e+00]"
data\UrbanSound8K\audio\fold6\63724-0-0-14.wav,63724-0-0-14.wav,63724,7.0,11.0,2,6,0,air_conditioner,"[-3.86549524e+02  1.68225851e+02 -6.76194381e+01  5.12772061e+01
 -2.66821800e+01  7.36295031e+00 -2.11213742e+00 -1.07277488e+01
 -6.43922381e+00  3.13640822e-02 -1.40065152e+00  8.36083576e-01
  1.47610880e+00 -4.94562715e+00 -5.33268250e+00 -1.28053081e+00
  1.00605624e+00  3.36636003e+00  4.40263588e+00 -4.80200083e+00
 -1.03955515e+00 -5.44540197e+00  1.77845604e-01 -5.08715303e+00
  2.96510869e-01  1.60104856e+00  5.99233109e+00  6.03264904e+00
  5.20375943e+00  9.16553693e+00 -1.21670902e+00 -4.51848613e-01
 -1.11206422e+01 -5.01055565e+00 -8.23566073e+00 -1.71086030e+00
  1.22599273e+00 -2.34885508e+00  2.19837734e+00 -3.83508804e+00]"
data\UrbanSound8K\audio\fold6\184805-0-0-45.wav,184805-0-0-45.wav,184805,22.5,26.5,2,6,0,air_conditioner,"[-3.80848534e+02  1.90997787e+02  7.89030320e+00  1.91221215e+01
  6.36415473e+00  2.70906517e+01 -5.90887805e-01  1.88048677e+01
 -1.84395103e+00  9.16689081e+00 -4.76019702e+00  2.86324239e+00
 -5.44735342e+00 -8.32321003e-01 -5.21290683e-01 -2.67197874e+00
  9.04959985e-01 -2.26571175e+00  2.30652058e+00 -5.17865754e+00
  2.67218003e-01 -6.49767367e+00  1.61698226e+00 -4.64521847e+00
 -1.09456696e+00 -2.70341780e+00  3.73472610e-01 -1.91306964e+00
 -2.76925233e+00 -1.55166104e+00 -2.43775940e+00  2.90327831e-01
 -4.58599482e+00 -9.08821196e-01 -4.36512603e+00 -5.25834139e-01
 -5.01526136e+00 -2.89861240e+00 -4.16138391e+00 -5.96534616e-01]"
data\UrbanSound8K\audio\fold5\85569-0-0-3.wav,85569-0-0-3.wav,85569,1.5,5.5,1,5,0,air_conditioner,"[-4.26693184e+02  1.76326319e+02  1.46034730e+01  6.82543983e+00
  1.73669971e+01 -2.21193483e+00  1.52933777e+01  3.98952180e+00
  8.02475580e+00  6.78997220e+00 -2.73262090e+00  8.45529076e+00
  6.51464214e+00  6.46138075e+00  4.28234018e+00  5.57798489e+00
  1.44352260e-01  2.13940384e+00  1.67282877e+00 -2.02018275e+00
 -3.35777534e-01 -7.09548828e-01 -2.84964766e+00 -3.83591977e+00
 -3.26512681e+00 -1.66353841e+00  9.49066714e-01  4.55888340e+00
  1.48641760e+00  2.54520303e+00 -1.85065957e+00 -1.05667597e-01
 -2.77525775e+00 -1.62377860e+00 -3.84036607e+00 -4.53996619e-01
  1.92136005e-02  1.42545837e-01  9.38627464e-01 -4.15008916e-01]"
data\UrbanSound8K\audio\fold7\146845-0-0-15.wav,146845-0-0-15.wav,146845,7.5,11.5,1,7,0,air_conditioner,"[-170.87922921  141.80285594   44.21198955    6.79675109   11.9355931
    2.61546218    9.14575978    8.63726545    4.69953671   12.58387554
    5.68699279    9.74669736    4.97229635   -4.35885978    2.00327011
    9.62221016    2.75660997    5.63572639    0.33847107    4.91707264
   -1.86838642    8.85454942   -8.88034258    1.1371955    -4.92060227
    3.9975085    -1.1315091     3.75551516   -8.16138587   -0.34491069
   -0.64945449    5.41098693   -1.81582791    0.5289792    -5.27947942
   -1.61398122   -0.634771     -2.94414682   -5.55664233   -5.72564033]"
data\UrbanSound8K\audio\fold9\165454-0-0-10.wav,165454-0-0-10.wav,165454,5.0,9.0,1,9,0,air_conditioner,"[-3.50534663e+02  1.77106927e+02  8.25660158e+00  2.82406443e+01
  8.26658765e+00  1.98718252e+01 -2.39110075e-01  8.27645696e+00
  5.24872627e+00  3.13135055e+00  4.13403977e+00  6.52599011e+00
 -1.37694706e+00  4.36087085e+00  2.49915632e-01  3.54070042e+00
 -1.01854382e+00  1.62262907e+00 -7.40318477e+00  1.04398092e+00
 -3.06357124e+00  1.41034054e+00 -9.15952796e-01 -3.70615832e-01
 -2.33072177e+00  1.58443317e+00 -1.87246408e-01 -8.47481051e-02
 -6.07825167e-01  1.08530816e+00 -1.14143065e+00  1.09094508e+00
 -1.92500048e+00  2.12104209e+00 -6.25022772e-01 -4.20864210e-01
 -2.34499474e+00 -2.19739149e+00 -1.53191503e+00 -1.55506095e+00]"
data\UrbanSound8K\audio\fold7\177729-0-0-82.wav,177729-0-0-82.wav,177729,41.0,45.0,2,7,0,air_conditioner,"[-3.74534594e+02  1.16761442e+02 -1.19041504e+01  4.77559834e+01
 -7.91146324e+00  2.69686607e+00  2.44311082e+01  1.78253758e+00
 -6.59595362e-01  1.48279528e+01 -1.22308053e+00 -8.28543270e+00
  1.16486383e+01  6.75917802e+00 -1.20908295e+01 -1.56367244e+00
 -2.20407655e+00 -1.23449450e+00  5.52556840e-01 -2.92709282e+00
 -7.97008511e+00 -5.94280426e+00  4.85734645e-01  6.17789924e+00
 -6.44020404e+00 -4.76216896e+00  3.54244103e+00 -4.55508574e+00
 -5.74212459e+00  3.37114359e+00 -3.87775199e+00  3.49561409e-01
  2.88173707e+00 -2.89939327e+00 -5.30590625e-01  2.26367791e+00
 -2.66231256e+00 -9.76481620e-01  1.45706479e+00  2.61091146e-01]"
data\UrbanSound8K\audio\fold9\165454-0-0-4.wav,165454-0-0-4.wav,165454,2.0,6.0,1,9,0,air_conditioner,"[-3.14808539e+02  1.78407453e+02  2.07148515e+00  2.89302314e+01
  2.89498958e+00  2.35019198e+01 -3.48436492e+00  1.27826250e+01
  8.07177294e+00  3.68446453e+00  2.99408958e+00  5.25276667e+00
 -4.66393109e+00  1.18065472e+00 -1.79479895e+00  3.62122416e+00
  7.59027577e-01  1.71890419e+00 -1.19623660e+01  2.92214185e+00
 -3.83941666e+00  4.32325413e+00 -6.39744738e-01 -3.10089808e+00
 -1.47629733e+00  2.38716761e+00  1.37475493e+00 -2.38900665e-01
 -3.03204473e+00  3.11615524e+00 -2.38749825e+00 -7.24084990e-01
 -2.73439923e+00  1.11054000e+00 -2.52738308e-01 -1.65668450e+00
 -1.08878223e+00 -3.97332672e+00 -1.03613998e+00 -2.21720367e+00]"
data\UrbanSound8K\audio\fold7\146845-0-0-27.wav,146845-0-0-27.wav,146845,13.5,17.5,1,7,0,air_conditioner,"[-166.22183168  137.75069462   45.45703358    6.45197873   11.17071592
    5.83622864    6.80162244   11.47481301    3.08623259   11.23970746
    3.85134131    9.11267253    5.21660424   -3.98774343    2.85076673
    7.18629864    4.15276184    4.91218594    0.66556952    5.4946155
   -1.98276756    6.93568859   -7.90291927    1.03219266   -4.57080674
    4.21369429   -0.40964254    3.58304078   -7.091413     -0.33916397
   -0.8855718     6.35856619   -2.02224077    0.78300739   -4.93876945
   -1.16330936   -1.70940207   -2.40797034   -5.65817246   -6.11758349]"
data\UrbanSound8K\audio\fold3\30204-0-0-9.wav,30204-0-0-9.wav,30204,4.786916000000001,8.786916,1,3,0,air_conditioner,"[-1.77606959e+02  1.13293765e+02 -8.37964867e-01  3.98570063e+01
 -1.00391308e+01  4.07921605e+01 -3.66135001e+00  8.29002626e+00
  1.91170871e+01  2.34151792e+00  8.44407653e+00  7.10624493e+00
  2.30875139e+00  9.69304370e+00 -4.16273636e+00  6.31516272e+00
 -3.99310338e+00  3.25149864e+00 -4.69645460e-01  2.15685778e+00
 -3.67066144e-01  3.24247256e+00 -9.05810324e-01  3.16798302e+00
  4.46590272e+00 -4.28900698e-01  4.62768359e+00  2.72956172e-01
  3.20448963e+00  3.93336619e+00 -1.31467710e-01  5.07837327e+00
  1.69307663e+00  2.09715642e+00  3.20785906e+00  3.37471110e+00
  3.62641807e+00  3.80578047e+00  4.52075633e+00  2.69945873e+00]"
data\UrbanSound8K\audio\fold4\62461-0-0-2.wav,62461-0-0-2.wav,62461,11.039159,15.039159,1,4,0,air_conditioner,"[-4.93940709e+02  1.66138580e+02  3.39920852e+01  3.58982502e+01
  1.36138102e+01  6.18739308e+00 -1.67111793e+00  1.21032023e+01
  5.73630027e+00  1.90721313e-01  7.34050753e+00  7.06964098e+00
  8.48867175e+00  9.30535697e+00  2.78129832e+00  8.22030231e+00
  4.07018041e+00  6.84974317e+00  4.76589134e+00  1.73210586e+00
  3.55831668e+00 -1.38089295e+00 -1.08410261e+00 -4.17628937e-01
  6.50854524e-02  3.88255134e+00  1.38962510e+00  4.47883809e+00
  3.75974020e+00  2.16004384e+00  1.67008108e+00 -2.03859994e+00
 -4.10590753e+00 -2.90680273e+00 -4.97844944e-01 -2.14884131e-01
 -1.22928040e+00  9.77645196e-01 -1.03822627e+00 -6.41666177e-01]"
data\UrbanSound8K\audio\fold6\184805-0-0-88.wav,184805-0-0-88.wav,184805,44.0,48.0,2,6,0,air_conditioner,"[-3.60935142e+02  1.84580434e+02 -2.45019999e+00  1.69935258e+01
 -9.58722206e+00  2.24853747e+01  5.24951244e+00  2.59846204e+01
 -1.22793721e+00  5.09396866e+00 -2.66823021e+00  3.61547888e+00
 -2.57205112e+00  3.88969617e+00 -2.30465625e-01 -7.09118701e+00
 -2.19905156e+00 -2.45727707e+00  5.94067649e+00  8.21360279e-01
  4.22212934e+00 -5.18677222e+00 -1.48900743e-01 -3.87140349e+00
  4.52389060e+00  2.55061718e+00  3.90648944e+00 -7.59656103e-01
 -3.50211625e+00 -2.15425621e+00 -1.70915174e+00  1.45888988e+00
 -4.41963179e+00 -3.98704591e+00 -9.18632364e+00 -3.22392494e+00
 -4.03795882e+00 -3.42008096e-01 -3.09296771e+00 -2.02176809e+00]"
data\UrbanSound8K\audio\fold1\134717-0-0-25.wav,134717-0-0-25.wav,134717,12.5,16.5,1,1,0,air_conditioner,"[-2.60427744e+02  2.17897704e+02 -2.41418587e-02  2.43983499e+01
 -1.48706936e+01  1.30589460e+01 -1.19151500e+01 -7.64222177e+00
  5.26430800e+00 -4.25758710e+00 -6.38656866e+00 -3.24982128e+00
 -2.39586346e+00 -7.04417158e+00 -8.45826898e+00 -1.74380427e+01
 -1.20790547e+01 -1.07180099e+01 -5.06853931e+00 -9.65428236e+00
 -7.32967728e+00  6.30651195e-01  1.39622846e-01  1.21749024e+00
 -5.53328213e+00 -4.56657637e+00 -7.60689831e+00 -6.01942214e+00
 -2.92051359e+00 -9.58135296e+00 -1.24801182e+01 -7.20766899e+00
 -7.49806415e-01 -1.51116311e+00 -5.06731033e+00 -4.44034872e+00
  4.03464247e-01  1.57412603e+00  1.72945248e+00 -2.17836460e+00]"
data\UrbanSound8K\audio\fold10\189982-0-0-27.wav,189982-0-0-27.wav,189982,13.5,17.5,1,10,0,air_conditioner,"[-2.05375158e+02  1.74525891e+02 -3.19268318e+01  3.94047498e+01
 -1.01706792e+01  2.27743779e+01  1.16520212e+00  4.64167046e+00
  6.23256230e+00  1.06460361e+01 -2.81611738e+00  9.10297669e+00
 -2.32505471e+00  1.67365635e+00 -2.43438153e-01  8.92144237e-01
 -1.31815038e-01 -1.38179872e-01 -2.90227231e+00  5.24164130e+00
  2.96854637e+00  5.54776616e+00  1.43863663e+00  3.34639411e+00
  1.00303725e+00 -8.87006433e-01  2.69903468e+00 -1.96201275e+00
  1.78233497e+00  1.96840493e+00  3.03842247e+00 -6.46845157e-01
 -4.41418384e-01  8.03720958e-01 -1.43532388e+00  2.26459204e+00
  1.51025072e+00  2.28207670e+00  9.30150369e-01  1.41871670e+00]"
